DateTime,DoseRate,CPS,State
2024-07-09 15:37:21,0.1464083194732666,33.207984924316406,129
2024-07-09 15:37:22,0.146352156996727,33.208736419677734,129
2024-07-09 15:37:23,0.14654773473739624,33.17257308959961,129
2024-07-09 15:37:24,0.14770366251468658,33.13914489746094,129
2024-07-09 15:37:25,0.14735566079616547,33.100791931152344,129
2024-07-09 15:37:26,0.14805307984352112,33.17000198364258,129
2024-07-09 15:37:27,0.1493612378835678,33.19310760498047,129
2024-07-09 15:37:28,0.1506689339876175,33.290771484375,129
2024-07-09 15:37:29,0.15013813972473145,33.269142150878906,129
2024-07-09 15:37:30,0.1502622365951538,33.27456283569336,129
2024-07-09 15:37:31,0.15045490860939026,33.319217681884766,129
2024-07-09 15:37:32,0.15019485354423523,33.28761291503906,129
2024-07-09 15:37:33,0.15036657452583313,33.35004806518555,129
2024-07-09 15:37:34,0.1506381779909134,33.32122802734375,129
2024-07-09 15:37:35,0.15093356370925903,33.298377990722656,129
2024-07-09 15:37:36,0.15061748027801514,33.25525665283203,129
2024-07-09 15:37:37,0.1509382724761963,33.232643127441406,129
2024-07-09 15:37:38,0.15088489651679993,33.23236083984375,129
2024-07-09 15:37:39,0.15052862465381622,33.208744049072266,129
2024-07-09 15:37:40,0.1500343680381775,33.107444763183594,129
2024-07-09 15:37:41,0.14978668093681335,33.02784729003906,129
2024-07-09 15:37:42,0.15062235295772552,32.98928451538086,129
2024-07-09 15:37:43,0.1508542001247406,32.91950988769531,129
2024-07-09 15:37:44,0.15071247518062592,32.90045928955078,129
2024-07-09 15:37:45,0.15032891929149628,32.90987014770508,129
2024-07-09 15:37:46,0.15149399638175964,32.89118576049805,129
2024-07-09 15:37:47,0.15168409049510956,32.911285400390625,129
2024-07-09 15:37:48,0.15229915082454681,32.87993240356445,129
2024-07-09 15:37:49,0.1531275361776352,32.8829231262207,129
2024-07-09 15:37:50,0.15310516953468323,32.8636360168457,129
2024-07-09 15:37:51,0.15326592326164246,32.87942886352539,129
2024-07-09 15:37:52,0.15299472212791443,32.902381896972656,129
2024-07-09 15:37:53,0.15223908424377441,32.92583465576172,129
2024-07-09 15:37:54,0.15160508453845978,32.97672653198242,129
2024-07-09 15:37:55,0.15139856934547424,32.981937408447266,129
2024-07-09 15:37:56,0.15263143181800842,32.95022201538086,129
